id	name	type	faction	rarity	cost	stats	abilities
354	Magma Titan	Champion	Crimson	Legendary	6	5/4	obj(Swiftstrike t=static e=haste v=0) | obj(Molten Fury t=enter_battlefield e=damage_all_enemies v=2) | obj(Lava Blood t=end_of_turn e=damage_random_enemy v=1)
355	Decree of Embers	Decree	Crimson	Uncommon	3	null/null	obj(Decree of Embers t=on_cast e=purge_weakest v=0)
356	Decree of Foresight	Decree	Gilded	Uncommon	2	null/null	obj(Decree of Foresight t=on_cast e=scry_2 v=2)
357	Decree of Renewal	Decree	Sunforged	Uncommon	3	null/null	obj(Decree of Renewal t=on_cast e=ready_two_champions v=1)
358	Decree of Night	Decree	Lantern	Uncommon	3	null/null	obj(Decree of Night t=on_cast e=next_card_costs_less v=2) | obj(Whisper of Dread t=on_cast e=discard_opponent v=1)
359	Arcane Purge	Spell	Colorless	Uncommon	2	null/null	obj(Arcane Purge t=on_cast e=purge_target v=0)
360	Reveal the Veil	Instant	Gilded	Uncommon	1	null/null	obj(Reveal the Veil t=on_cast e=reveal_hidden v=0)
361	Tactical Rest	Instant	Sunforged	Uncommon	2	null/null	obj(Tactical Rest t=on_cast e=ready_all_champions v=0)
362	Echoing Ward	Instant	Gilded	Uncommon	2	null/null	obj(Echoing Ward t=on_cast e=next_opponent_card_costs_more v=2)
363	Shroud-Bound Noble	Champion	Lantern	Uncommon	3	3/3	Recall 1
364	Ominous Ghoul	Champion	Lantern	Common	2	2/2	Ominous
365	Booby-Trapped Treasure	Omen	Crimson	Uncommon	2	null/null	obj(Booby Trap t=ON_OPPONENT_SPELL e=damage_any_target v=3)
366	Igneous Berserker	Champion	Crimson	Rare	3	3/2	Ominous | obj(Wild Rampage t=ON_COMBAT_DAMAGE e=pump_self_stats v=2) | Overrun
367	Dazzling Reflective Barrier	Omen	Sunforged	Uncommon	3	null/null	obj(Mirrorstrike t=ON_COMBAT_DAMAGE e=tap_enemy_champion v=1) | obj(Polished Guard t=ON_COMBAT_DAMAGE e=ready_champion v=1)
368	Sol-Guard Aegis	Champion	Sunforged	Uncommon	3	1/5	Ominous | obj(Radiant Bastion t=ON_COMBAT_DAMAGE e=reduce_combat_damage_all v=1)
369	Grave-Gasp Ambush	Omen	Lantern	Uncommon	2	null/null	obj(Grave-Gasp t=ON_ALLY_DIES e=purge_weakest v=1) | obj(Feast on Death t=ON_ALLY_DIES e=drain_life v=2)
370	Grave-Binder Korath	Champion	Lantern	Uncommon	3	2/3	Ominous | obj(Bind the Fallen t=ON_ALLY_DIES e=return_from_graveyard v=1)
371	Grand Heist Substitution	Omen	Gilded	Uncommon	3	null/null	obj(Grand Heist t=ON_OPPONENT_SPELL e=swap_champion v=1)
372	Clockwork Impostor	Champion	Gilded	Uncommon	2	2/2	Ominous | obj(Assumed Identity t=END_OF_TURN e=next_card_costs_less v=2)
373	Rogue's Loaded Deck	Omen	Colorless	Uncommon	2	null/null	obj(Loaded Deck t=START_OF_TURN e=opponent_chooses_purge v=1)
374	Chronos Paradigm Shift	Omen	Colorless	Mythic	4	null/null	obj(Paradigm Shift t=END_OF_TURN e=invert_stats_all v=1)
485	Zealot Vanguard	Champion	Zealot	Common	2	1/4	Guard | Bastion
487	Pilgrim of the Blade	Champion	Zealot	Common	1	2/1	Swiftstrike
493	War Priest	Champion	Zealot	Uncommon	3	3/3	obj(Smite on Strike t=attacks e=damage_random_enemy v=2 OT)
494	Edict of Purity	Decree	Zealot	Uncommon	4	null/null	obj(Cleanse the Impure t=on_cast e=purge_weakest v=null)
495	Zealot Horseman	Champion	Zealot	Uncommon	4	4/3	Overrun | Quickdraw
496	Martyr of the Crusade	Champion	Zealot	Uncommon	3	2/2	obj(Sacred Vengeance t=dies e=damage_all_enemies v=2)
497	Shield of Devotion	Instant	Zealot	Uncommon	1	null/null	obj(Aegis of Light t=on_cast e=reduce_combat_damage_all v=3)
498	Crusader of the Host	Champion	Zealot	Uncommon	5	4/5	Guard | obj(Vanguard Push t=attacks e=ready_champion v=1 OT)
499	Grand Inquisition	Decree	Zealot	Uncommon	5	null/null	obj(Absolute Judgment t=on_cast e=opponent_chooses_purge v=1)
501	Archon of the Faith	Champion	Zealot	Mythic	6	5/6	Bastion | Siphon | obj(Aura of Sanctity t=end_of_turn e=gain_life v=3 OT)
503	Paladin of the Order	Champion	Zealot	Rare	4	3/5	Guard | obj(Righteous Smite t=attacks e=drain_life v=2)
504	Purifying Flame	Spell	Zealot	Rare	6	null/null	obj(Scour the Unholy t=on_cast e=destroy_all_enemies v=null)
505	High Priestess	Champion	Zealot	Rare	5	2/6	obj(Radiant Blessing t=on_gain_life e=buff_all_allies v=1) | obj(Sanctuary t=end_of_turn e=gain_life v=2 OT)
506	Cathedral of Zeal	Domain	Zealot	Uncommon	4	null/null	obj(Hallowed Ground t=on_champion_played e=gain_life v=2)
507	Saint-General	Champion	Zealot	Legendary	6	6/5	Keen Eye | obj(Crusader's Command t=enter_battlefield e=ready_all_champions v=null) | obj(Inspirational Advance t=attacks e=buff_all_allies v=2 OT)
508	Avatar of the Flame	Champion	Zealot	Mythic	8	8/8	Overrun | Deathshroud | obj(Wrath of the Heavens t=enter_battlefield e=damage_all_enemies v=4) | obj(Holy Desolation t=attacks e=purge_weakest v=null OT)
509	Penitent Initiate	Champion	Zealot	Common	1	1/2	Swiftstrike
510	Censer Guard	Champion	Zealot	Common	2	2/2	Guard
514	Flame-Bound Ascetic	Champion	Zealot	Uncommon	3	2/2	Siphon | obj(Zealous Resolve t=on_gain_life e=pump_self_stats v=1)
515	Temple Justiciar	Champion	Zealot	Uncommon	4	3/4	Keen Eye | obj(Inquisitor's Strike t=attacks e=damage_random_enemy v=2)
516	Dawn Crusader	Champion	Zealot	Uncommon	4	4/3	Overrun
517	High Standard-Bearer	Champion	Zealot	Rare	5	3/5	Guard | obj(Aura of Devotion t=attacks e=buff_all_allies v=1 OT)
518	Righteous Arbiter	Champion	Zealot	Rare	5	4/4	obj(Divine Judgment t=enter_battlefield e=purge_weakest v=null)
519	Grand Executioner of Faith	Champion	Zealot	Mythic	6	5/5	Intimidate | obj(Smite the Unworthy t=attacks e=damage_any_target v=3 OT)
521	Golden Altar Cloth	Relic	Zealot	Common	2	null/null	obj(Holy Fortitude t=static e=buff_ally_toughness v=1)
522	Tome of Sacred Vows	Relic	Zealot	Common	2	null/null	obj(Inspiration of Truth t=on_gain_life e=scry_1 v=null)
523	Candle of the Eternal Vigil	Relic	Zealot	Uncommon	2	null/null	obj(Unwavering Light t=on_champion_played e=gain_life v=1)
524	Vessel of Radiant Grace	Relic	Zealot	Uncommon	3	null/null	obj(Amplified Healing t=static e=drain_heal_extra v=1)
526	Scourge of the Impure	Relic	Zealot	Uncommon	3	null/null	obj(Purifying Retribution t=on_ally_dies e=damage_random_enemy v=2)
527	Shrine of the First Martyr	Relic	Zealot	Uncommon	4	null/null	obj(Martyr's Return t=on_ally_dies e=gain_life v=3)
528	Solar Monstrance	Relic	Zealot	Uncommon	4	null/null	obj(Blinding Radiance t=end_of_turn e=damage_all_enemies v=1 OT)
529	Reliquary of the Divine Sun	Relic	Zealot	Rare	5	null/null	obj(Resurrection of Saints t=paid_mana e=return_from_graveyard v=1 OT)
533	Purge the Unbeliever	Spell	Zealot	Uncommon	3	null/null	obj(Purging Fire t=on_cast e=purge_weakest v=null)
534	Sacred Dawn	Spell	Zealot	Uncommon	3	null/null	obj(Divine Light t=on_cast e=draw_cards v=2)
535	Pillar of Light	Spell	Zealot	Uncommon	4	null/null	obj(Searing Column t=on_cast e=damage_any_target v=5)
536	Wrath of the Crusade	Spell	Zealot	Uncommon	5	null/null	obj(Cleansing Storm t=on_cast e=damage_all_enemies v=3)
537	Divine Intervention	Spell	Zealot	Rare	5	null/null	obj(Miraculous Favor t=on_cast e=return_from_graveyard v=1)
538	Final Consecration	Spell	Zealot	Rare	7	null/null	obj(Total Annihilation t=on_cast e=purge_all_enemies v=null)
539	Flash of Radiance	Instant	Zealot	Common	1	null/null	obj(Blinding Strike t=on_cast e=stat_change_target)
540	Righteous Aegis	Instant	Zealot	Common	1	null/null	obj(Shielding Light t=on_cast e=stat_change_target)
541	Zealous Parry	Instant	Zealot	Common	2	null/null	obj(Defensive Burst t=on_cast e=reduce_combat_damage_all v=2)
542	Smite the Shadow	Instant	Zealot	Uncommon	2	null/null	obj(Instant Purge t=on_cast e=destroy_omen v=null)
543	Sunburst	Instant	Zealot	Uncommon	2	null/null	obj(Blinding Flash t=on_cast e=tap_enemy_champion v=1)
544	Holy Rebuke	Instant	Zealot	Uncommon	3	null/null	obj(Retaliatory Drain t=on_cast e=drain_life v=3)
545	Call to the Faithful	Instant	Zealot	Uncommon	3	null/null	obj(Instant Rally t=on_cast e=ready_champion v=1)
546	Martyr's Sacrifice	Instant	Zealot	Uncommon	3	null/null	obj(Sacrifice for Radiance t=on_cast e=sacrifice_then_damage v=4)
547	Sanctified Barrier	Instant	Zealot	Uncommon	4	null/null	obj(Total Ward t=on_cast e=reduce_combat_damage_all v=5)
550	Decree of Excommunication	Decree	Zealot	Uncommon	4	null/null	obj(Banishment t=on_cast e=purge_target v=null)
551	Decree of Holy War	Decree	Zealot	Uncommon	5	null/null	obj(Mobilize the Faithful t=on_cast e=ready_all_champions v=null)
552	Edict of Retribution	Decree	Zealot	Uncommon	6	null/null	obj(Severe Judgment t=on_cast e=opponent_chooses_purge v=2)
553	Omen of the Burning Seal	Omen	Zealot	Uncommon	2	null/null	obj(Searing Rebuttal t=ON_COMBAT_DAMAGE e=damage_any_target v=2)
554	Omen of Martyrdom	Omen	Zealot	Uncommon	3	null/null	obj(Ascension Light t=ON_ALLY_DIES e=omen_return_ally_with_1_life v=null)
555	Cathedral of the Sun	Domain	Zealot	Uncommon	3	null/null	obj(Holy Citadel t=on_gain_life e=buff_all_allies v=1)
576	Zealot Initiate	Champion	Zealot	Common	1	2/1	Swiftstrike
577	Temple Defender	Champion	Zealot	Common	2	1/3	Guard
578	Ascetic Crusader	Champion	Zealot	Common	3	3/2	Siphon
579	Sacred Paladin	Champion	Zealot	Uncommon	4	3/4	Bastion | Guard
580	High Inquisitor Vael	Champion	Zealot	Legendary	5	4/5	Keen Eye | obj(Purge the Faithless t=enter_battlefield e=purge_target v=null) | obj(Inquisitorial Wrath t=attacks e=damage_any_target v=2 OT)
581	Aurelia, Archangel of Zeal	Champion	Zealot	Mythic	7	7/7	Flying | Siphon | Overrun | obj(Divine Cleansing t=enter_battlefield e=purge_all_enemies v=null) | obj(Blessing of the Host t=attacks e=buff_all_allies v=2 OT)
1011	Open Vein	Decree	Crimson	Uncommon	1	null/null	obj(Open Vein: Sacrifice Then Draw t=on_cast e=sacrifice_then_draw v=1)
1012	Ruby Funeral Cup	Relic	Crimson	Uncommon	2	null/null	obj(Ruby Funeral Cup: Drain Heal Extra t=static e=drain_heal_extra v=1)
1013	Funeral Bell Omen	Omen	Crimson	Uncommon	3	null/null	obj(Funeral Bell Omen: Damage Any Target t=on_ally_dies e=damage_any_target v=2)
1014	Bloodcount Heir	Champion	Crimson	Uncommon	4	4/5	obj(Bloodcount Heir: Draw Cards t=on_gain_life e=draw_cards v=1 OT)
1015	Hall of Red Masks	Domain	Crimson	Uncommon	5	null/null	obj(Hall of Red Masks: First Ally Dies Return Hand t=on_ally_dies e=first_ally_dies_return_hand OT)
1016	Grave Feast Hound	Champion	Crimson	Uncommon	6	5/5	obj(Grave Feast Hound: Return From Graveyard t=enter_battlefield e=return_from_graveyard)
1017	First-Bite Aristocrat	Champion	Crimson	Rare	1	2/1	obj(First-Bite Aristocrat: Create Token t=dies e=create_token v=1)
1018	Moonlit Host	Champion	Crimson	Rare	2	2/3	obj(Moonlit Host: Buff Ally Toughness t=on_champion_played e=buff_ally_toughness v=1)
1019	Scarlet Accounting	Decree	Crimson	Rare	3	null/null	obj(Scarlet Accounting: Drain Life t=on_cast e=drain_life v=2) | obj(Scarlet Accounting: Draw Cards 2 t=on_cast e=draw_cards v=1)
1020	Lady of the Last Toast	Champion	Crimson	Rare	5	4/6	obj(Lady of the Last Toast: Damage Any Target t=on_gain_life e=damage_any_target v=1)
1021	Supper Unending	Omen	Crimson	Mythic	5	null/null	obj(Supper Unending: Omen Return Ally With 1 Life t=end_of_turn e=omen_return_ally_with_1_life)
1022	Sepulcher Ballroom	Domain	Crimson	Mythic	7	null/null	obj(Sepulcher Ballroom: Create Token t=on_sacrifice e=create_token v=1 OT)
1023	Count Serevan	Champion	Crimson	Legendary	3	3/5	Siphon | obj(Count Serevan: Buff Crimson Attack 2 t=static e=buff_crimson_attack v=1)
1024	Duchess Vhalora	Champion	Crimson	Legendary	5	5/6	obj(Duchess Vhalora: Drain Life t=on_ally_dies e=drain_life v=1 OT) | obj(Duchess Vhalora: Draw Cards 2 t=on_ally_dies e=draw_cards v=1 OT)
1032	Veil of Saffron	Omen	Lantern	Common	3	null/null	obj(Veil of Saffron: Reduce Combat Damage All t=end_of_turn e=reduce_combat_damage_all v=2)
1035	Watcher's Litany	Decree	Lantern	Uncommon	1	null/null	obj(Watcher's Litany: Reveal Card t=on_cast e=reveal_card) | obj(Watcher's Litany: Draw Cards 2 t=on_cast e=draw_cards v=1)
1036	Bramble-Eyed Sentinel	Champion	Lantern	Uncommon	2	2/3	Guard | obj(Bramble-Eyed Sentinel: Pump Self Stats 2 t=on_reveal e=pump_self_stats v=1)
1037	Halo Step	Relic	Lantern	Uncommon	3	null/null	obj(Halo Step: Next Card Costs Less t=on_reveal e=next_card_costs_less v=1 OT)
1038	Rite of Unmasking	Decree	Lantern	Uncommon	4	null/null	obj(Rite of Unmasking: Reveal Hidden t=on_cast e=reveal_hidden) | obj(Rite of Unmasking: Damage Hidden 2 t=on_cast e=damage_hidden v=2)
1040	Abbey Bell Omen	Omen	Lantern	Uncommon	6	null/null	obj(Abbey Bell Omen: Purge Target t=on_enemy_attack e=purge_target)
1041	Helsing, Dawn Marshal	Champion	Lantern	Rare	1	2/2	Guard | obj(Helsing, Dawn Marshal: Reveal Card 2 t=enter_battlefield e=reveal_card) | obj(Helsing, Dawn Marshal: Drain Life 3 t=enter_battlefield e=drain_life v=1)
1042	Sanctum Sentence	Decree	Lantern	Rare	2	null/null	obj(Sanctum Sentence: Purge Target t=on_cast e=purge_target) | obj(Sanctum Sentence: Draw Cards 2 t=on_cast e=draw_cards v=2)
1043	Vault of Stained Gold	Champion	Lantern	Rare	3	3/4	obj(Vault of Stained Gold: Drain Life t=on_reveal e=drain_life v=1)
1044	Exorcist's Verdict	Decree	Lantern	Rare	4	null/null	obj(Exorcist's Verdict: Purge Target t=on_cast e=purge_target) | obj(Exorcist's Verdict: Damage Any Target 2 t=on_cast e=damage_any_target v=3)
1045	Houndmaster of the Lantern	Champion	Lantern	Rare	4	4/4	obj(Houndmaster of the Lantern: Create Token t=on_ally_dies e=create_token v=1)
1046	Cathedral of Revealed Truth	Domain	Lantern	Rare	7	null/null	obj(Cathedral of Revealed Truth: Draw Cards t=on_reveal e=draw_cards v=1 OT)
1047	Abraham Van Helsing	Champion	Lantern	Legendary	2	3/3	Guard | obj(Abraham Van Helsing: Destroy Weakest Enemy 2 t=attacks e=destroy_weakest_enemy)
1048	High Curator Seraphine	Champion	Lantern	Legendary	4	4/5	obj(High Curator Seraphine: Purge Target t=on_reveal e=purge_target v=1 OT)
1059	Vanguard Spearline	Champion	Sunforged	Uncommon	1	2/2	obj(Vanguard Spearline: Grant Guard Self If Two Plus Attack t=attacks e=grant_guard_self_if_two_plus_attack)
1060	War Drum of the Ninth	Relic	Sunforged	Uncommon	2	null/null	obj(War Drum of the Ninth: Pump Stats Target t=attacks e=pump_stats_target v=1 OT)
1061	Sunforged Captain	Champion	Sunforged	Uncommon	3	3/4	obj(Sunforged Captain: Buff All Allies t=attacks e=buff_all_allies v=1)
1062	Press the Advance	Decree	Sunforged	Uncommon	4	null/null	obj(Press the Advance: Ready Two Champions t=on_cast e=ready_two_champions) | obj(Press the Advance: Pump Stats Target 2 t=on_cast e=pump_stats_target v=1)
1063	Field of Spears	Domain	Sunforged	Uncommon	4	null/null	obj(Field of Spears: Damage Any Target t=attacks e=damage_any_target v=1 OT)
1065	Alexander the Great	Champion	Sunforged	Rare	1	3/2	obj(Alexander the Great: Pump Stats Target t=attacks e=pump_stats_target v=1)
1066	Siege Anthem	Decree	Sunforged	Rare	2	null/null	obj(Siege Anthem: Buff All Allies t=on_cast e=buff_all_allies v=1) | obj(Siege Anthem: Grant Guard All Champions 2 t=on_cast e=grant_guard_all_champions)
1067	Phalanx Outrider	Champion	Sunforged	Rare	3	4/3	obj(Phalanx Outrider: Draw Cards t=attacks e=draw_cards v=1)
1068	Crest of the Unbroken Line	Relic	Sunforged	Rare	4	null/null	obj(Crest of the Unbroken Line: Drain Life t=attacks e=drain_life v=1 OT)
1069	Imperial Breakthrough	Decree	Sunforged	Rare	4	null/null	obj(Imperial Breakthrough: Buff All Allies t=on_cast e=buff_all_allies v=1) | obj(Imperial Breakthrough: Create Token 2 t=on_cast e=create_token v=1)
1070	Sunforged Warcamp	Domain	Sunforged	Rare	7	null/null	obj(Sunforged Warcamp: Create Token t=attacks e=create_token v=1 OT)
1071	King Mansa Musa	Champion	Sunforged	Legendary	2	2/4	obj(King Mansa Musa: Create Token t=on_gain_life e=create_token v=1)
1072	General Lysander	Champion	Sunforged	Legendary	4	5/5	Guard | obj(General Lysander: Ready Champion 2 t=attacks e=ready_champion)
1076	Refine the Sequence	Decree	Gilded	Common	2	null/null	obj(Refine the Sequence: Draw Then Discard t=on_cast e=draw_then_discard) | obj(Refine the Sequence: Gain Life 2 t=on_cast e=gain_life v=1)
1083	Index Runner	Relic	Gilded	Uncommon	1	null/null	obj(Index Runner: Scry 1 t=on_discard e=scry_1 OT)
1084	Process Engineer	Champion	Gilded	Uncommon	2	2/3	obj(Process Engineer: Pump Self Stats t=on_decree_played e=pump_self_stats v=1)
1085	False Prediction	Omen	Gilded	Uncommon	3	null/null	obj(False Prediction: Next Opponent Card Costs More t=end_of_turn e=next_opponent_card_costs_more v=2)
1086	Break the Loop	Decree	Gilded	Uncommon	4	null/null	obj(Break the Loop: Bounce Champion t=on_cast e=bounce_champion) | obj(Break the Loop: Draw Cards 2 t=on_cast e=draw_cards v=1)
1087	Vault of Small Miracles	Domain	Gilded	Uncommon	4	null/null	obj(Vault of Small Miracles: Drain Life t=on_non_draw_step e=drain_life v=1 OT)
1088	Sequence Overclock	Decree	Gilded	Uncommon	6	null/null	obj(Sequence Overclock: Next Two Cards Cost Less t=on_cast e=next_two_cards_cost_less v=1)
1089	Albert Einstein	Champion	Gilded	Rare	1	1/3	obj(Albert Einstein: Draw Then Discard t=on_decree_played e=draw_then_discard OT)
1090	Causal Tax	Decree	Gilded	Rare	2	null/null	obj(Causal Tax: Stat Change Target t=on_cast e=stat_change_target) | obj(Causal Tax: Stat Change Target 2 t=on_cast e=stat_change_target)
1091	Grand Theorem Clerk	Champion	Gilded	Rare	3	3/3	obj(Grand Theorem Clerk: Next Card Costs Less t=enter_battlefield e=next_card_costs_less v=1)
1092	Revoke the Answer	Decree	Gilded	Rare	4	null/null	obj(Revoke the Answer: Bounce Champion t=on_cast e=bounce_champion) | obj(Revoke the Answer: Discard Opponent 2 t=on_cast e=discard_opponent v=1)
1093	Paradox Mirror	Omen	Gilded	Rare	4	null/null	obj(Paradox Mirror: Next Decree Triggers Twice t=on_decree_played e=next_decree_triggers_twice)
1094	Archive of Endings	Champion	Gilded	Rare	7	4/6	obj(Archive of Endings: Return From Graveyard t=enter_battlefield e=return_from_graveyard)
1095	Mansa Musa, Ledger King	Champion	Gilded	Legendary	2	2/3	obj(Mansa Musa, Ledger King: Create Token t=on_gain_life e=create_token v=1) | obj(Mansa Musa, Ledger King: Create Token 2 t=on_non_draw_step e=create_token v=1)
1096	Chronarch Selene	Champion	Gilded	Legendary	4	4/5	obj(Chronarch Selene: Draw Cards t=on_second_card_played e=draw_cards v=1 OT)
1097	Mercenary Guide	Champion	Colorless	Common	1	1/2	obj(Mercenary Guide: Reveal Card t=enter_battlefield e=reveal_card)
1101	Portable Lantern	Relic	Colorless	Common	2	null/null	obj(Portable Lantern: Scry 1 t=on_reveal e=scry_1 OT)
1103	Roadside Protector	Champion	Colorless	Common	3	3/3	Guard | obj(Roadside Protector: Reveal Top Deck 2 t=enter_battlefield e=reveal_top_deck)
1104	Smuggler's Cache	Omen	Colorless	Common	3	null/null	obj(Smuggler's Cache: Omen Draw Gain Life If Neutral t=end_of_turn e=omen_draw_gain_life_if_neutral)
1105	Old Battlefield	Domain	Colorless	Common	4	null/null	obj(Old Battlefield: Pump Stats Target t=on_champion_played e=pump_stats_target v=1 OT)
1107	Wanderer's Counsel	Decree	Colorless	Uncommon	1	null/null	obj(Wanderer's Counsel: Gaze Upon t=on_cast e=scry_1 v=1) | obj(Wanderer's Counsel: Reveal Card 2 t=on_cast e=reveal_card)
1108	Auctioneer's Friend	Champion	Colorless	Uncommon	2	2/3	obj(Auctioneer's Friend: Pump Self Stats t=on_non_draw_step e=pump_self_stats v=1)
1109	Portable Forge	Relic	Colorless	Uncommon	3	null/null	obj(Portable Forge: First Discard Cost Less t=on_discard e=first_discard_cost_less OT)
1110	Crossroads Decision	Omen	Colorless	Uncommon	4	null/null	obj(Crossroads Decision: Omen Choice Draw Or Damage t=end_of_turn e=omen_choice_draw_or_damage)
1112	Borderless Treaty	Domain	Colorless	Uncommon	6	null/null	obj(Borderless Treaty: Drain Life t=static e=drain_life v=1 OT)
1113	Roving Duelist	Champion	Colorless	Rare	1	2/1	obj(Roving Duelist: Pump Self Stats t=attacks e=pump_self_stats v=2)
1114	Far-Way Merchant	Relic	Colorless	Rare	2	null/null	obj(Far-Way Merchant: Find Land t=on_gain_life e=ramp_search_land v=1 OT)
1115	Loaned Muscle	Champion	Colorless	Rare	3	3/3	obj(Loaned Muscle: Create Token t=dies e=create_token v=1)
1116	Open Road Gambit	Decree	Colorless	Rare	4	null/null	obj(Open Road Gambit: Ready Champion t=on_cast e=ready_champion) | obj(Open Road Gambit: Pump Stats Target 2 t=on_cast e=pump_stats_target v=1)
1117	Wayfarer's Omen	Omen	Colorless	Rare	4	null/null	obj(Wayfarer's Omen: Next Card Costs Less t=end_of_turn e=next_card_costs_less v=1)
1118	Hearth of Many Paths	Domain	Colorless	Rare	7	null/null	obj(Hearth of Many Paths: Extra Land t=static e=extra_land_per_turn v=1 OT)
1119	Contracted Blade	Champion	Colorless	Legendary	2	3/2	obj(Contracted Blade: Choose Faction Conditional Attack t=enter_battlefield e=choose_faction_conditional_attack)
1120	Archivist of the Road	Champion	Colorless	Legendary	4	2/5	obj(Archivist of the Road: Drain Life t=on_reveal e=drain_life v=1 OT) | obj(Archivist of the Road: Drain Life 2 t=on_draw e=drain_life v=1 OT)
